anio,homicidios,anio_pasado,tasa_homicidios,tasa_anio_pasado,variacion
2016,65,0,2.11118747474695,0.0,
2017,56,65,1.8188692090127567,2.11118747474695,-13.846153846153852
2018,57,56,1.851349016316556,1.8188692090127567,1.7857142857142891
2019,50,57,1.6239903651899614,1.851349016316556,-12.280701754385964
2020,28,50,0.9094346045063784,1.6239903651899614,-44.0
2021,46,28,1.4940711359747645,0.9094346045063784,64.28571428571429
